host,open_ports,vuln_score,critical_vulns,service_http_open,service_ssh_open,service_rdp_open,snort_alert,device_type,geo_location_risk,avg_packet_size,scan_hour,label
host_415,13,6.91,0,0,0,0,1,server,0,316.82,0,1
host_416,60,4.04,2,0,0,0,1,router,1,306.43,13,1
host_417,7,8.75,1,0,0,0,0,server,0,262.79,5,1
host_418,57,4.15,0,0,1,0,0,IoT,1,175.22,21,1
host_419,36,4.03,1,0,0,0,0,endpoint,0,459.01,13,0
host_420,45,0.36,2,0,0,0,0,endpoint,0,319.27,21,0
host_421,20,5.51,2,1,0,0,0,endpoint,0,259.22,22,0
host_422,65,7.09,2,0,1,0,0,endpoint,0,262.25,5,1
host_423,8,1.14,2,0,0,0,1,endpoint,0,350.2,17,1
host_424,16,3.05,1,1,0,0,0,endpoint,0,284.47,11,0
host_425,14,7.81,2,0,0,1,0,server,0,269.42,21,1
host_426,76,3.66,3,0,0,0,0,endpoint,0,345.74,6,1
host_427,87,2.42,0,1,0,0,0,server,0,293.67,10,0
host_428,15,6.72,2,1,0,0,1,router,1,273.07,10,1
host_429,92,1.97,2,1,1,0,1,router,0,288.9,1,1
host_430,98,8.96,1,0,0,0,0,endpoint,1,282.76,6,1
host_431,66,1.06,0,0,0,0,1,IoT,0,230.99,1,1
host_432,32,7.07,0,1,1,0,0,endpoint,0,286.86,23,1
host_433,87,5.0,1,0,0,0,0,endpoint,0,350.34,15,0
host_434,63,8.7,2,1,0,0,0,IoT,0,290.58,0,1
host_435,86,1.26,2,0,0,0,1,server,0,281.88,1,1
host_436,51,6.78,0,0,1,0,0,endpoint,1,363.37,3,1
host_437,25,5.72,0,0,1,0,0,server,0,241.03,10,0
host_438,58,4.8,1,0,0,0,0,router,0,298.1,3,0
host_439,63,4.91,3,0,0,0,1,router,0,334.34,1,1
host_440,62,7.22,1,0,1,0,0,server,0,273.64,12,1
host_441,22,9.38,0,0,1,0,0,IoT,1,293.3,1,1
host_442,58,0.91,1,0,0,0,0,IoT,0,295.28,19,0
host_443,58,0.2,2,0,1,0,0,router,0,353.9,13,0
host_444,86,8.06,1,0,0,0,1,router,0,257.11,5,1
host_445,49,1.08,2,0,0,0,0,router,0,238.65,22,0
host_446,52,9.87,5,1,0,0,0,router,0,279.06,4,1
host_447,42,6.19,0,0,0,0,1,router,0,303.2,7,1
host_448,70,6.51,3,1,0,0,0,server,0,347.16,1,1
host_449,15,1.99,1,0,1,0,0,IoT,0,252.99,0,0
host_450,54,2.4,3,0,0,1,0,server,0,410.64,6,1
host_451,60,6.59,4,1,0,0,0,router,0,222.42,4,1
host_452,97,9.1,1,0,0,0,0,endpoint,0,204.36,3,1
host_453,8,9.82,2,0,0,0,0,IoT,0,244.65,4,1
host_454,53,1.98,2,0,0,0,0,endpoint,0,238.12,19,0
host_455,60,1.34,1,0,0,0,0,endpoint,0,288.65,0,0
host_456,5,0.56,0,1,0,0,1,router,1,284.62,7,1
host_457,68,8.68,3,1,0,0,1,endpoint,0,342.24,11,1
host_458,6,2.95,2,1,0,1,0,endpoint,0,368.11,4,0
host_459,96,0.02,2,0,0,0,0,IoT,1,309.64,7,1
host_460,94,2.24,2,1,1,0,0,router,0,231.83,11,0
host_461,47,3.4,2,0,1,0,0,server,1,327.88,10,1
host_462,99,9.91,0,0,1,0,0,router,0,306.15,23,1
host_463,55,5.24,0,0,0,0,0,server,0,341.07,19,0
host_464,40,2.05,0,0,0,0,0,server,0,319.64,6,0
host_465,52,3.35,0,1,0,0,0,IoT,1,324.63,3,1
host_466,16,3.3,1,0,0,1,0,server,0,332.74,5,0
host_467,13,0.2,5,0,0,0,0,router,0,344.37,5,1
host_468,30,1.35,0,1,0,1,0,router,0,284.41,4,0
host_469,19,6.95,2,1,0,0,0,server,0,340.49,22,0
host_470,17,1.2,2,0,0,0,0,endpoint,0,345.65,11,0
host_471,63,2.31,0,0,0,0,1,endpoint,0,256.14,8,1
host_472,19,3.51,2,0,0,0,0,endpoint,0,322.19,3,0
host_473,92,7.58,0,0,0,0,0,router,0,273.87,17,1
host_474,58,5.82,2,0,0,0,0,server,0,320.0,18,0
host_475,55,6.89,2,0,0,0,0,endpoint,0,311.58,5,0
host_476,90,5.67,0,0,1,0,0,server,0,226.6,23,0
host_477,90,6.84,2,0,1,0,1,endpoint,0,289.47,5,1
host_478,62,0.03,1,0,1,0,1,router,0,268.22,12,1
host_479,23,9.31,1,0,0,0,0,endpoint,0,311.2,11,1
host_480,9,1.11,4,1,0,0,1,server,0,290.87,19,1
host_481,12,4.06,3,1,0,0,0,endpoint,0,341.97,5,1
host_482,1,7.71,0,0,0,0,0,server,0,235.84,4,1
host_483,58,4.35,5,0,0,0,0,IoT,0,267.66,23,1
host_484,1,9.47,2,0,1,0,0,server,0,320.9,22,1
host_485,34,4.68,4,1,0,0,0,endpoint,0,308.95,19,1
host_486,96,8.75,0,0,0,0,0,endpoint,0,239.92,10,1
host_487,48,8.11,1,0,0,0,1,server,0,218.85,0,1
host_488,89,9.81,1,0,0,0,0,router,0,346.73,3,1
host_489,1,9.27,1,0,1,1,0,router,0,203.93,1,1
host_490,16,8.98,1,0,0,0,0,server,0,291.2,4,1
host_491,61,7.32,5,1,1,0,0,endpoint,0,284.21,23,1
host_492,64,3.67,1,0,0,0,0,endpoint,0,314.87,5,0
host_493,63,1.06,0,1,1,0,0,server,0,303.23,22,0
host_494,69,6.89,1,0,0,0,0,endpoint,0,203.58,5,0
host_495,22,9.79,3,0,0,0,0,router,0,338.12,23,1
host_496,93,7.27,3,1,1,0,0,endpoint,0,278.95,7,1
host_497,67,9.29,0,0,1,0,0,endpoint,0,301.95,0,1
host_498,76,8.04,1,0,0,0,0,router,0,302.52,8,1
host_499,26,1.63,0,0,0,0,0,endpoint,0,291.2,19,0
host_500,16,2.49,0,1,0,1,0,endpoint,0,348.6,13,0
host_501,51,3.42,2,0,0,0,0,server,1,408.27,22,1
host_502,86,1.68,1,1,0,0,0,router,0,331.7,1,0
host_503,57,5.82,2,0,0,0,0,endpoint,0,268.37,9,0
host_504,29,9.75,1,1,0,1,0,server,0,359.01,0,1
host_505,78,7.61,1,1,0,0,0,server,0,299.08,1,1
host_506,92,4.23,2,0,1,0,0,IoT,1,377.93,20,1
host_507,69,0.05,2,1,0,1,1,endpoint,0,293.6,19,1
host_508,47,3.13,1,0,0,0,0,server,1,259.29,20,1
host_509,94,5.27,1,0,0,1,0,IoT,0,303.02,7,0
host_510,62,3.24,1,1,0,0,0,server,0,267.22,17,0
host_511,69,1.11,2,1,0,1,1,router,0,307.29,12,1
host_512,76,4.43,1,0,0,0,1,server,0,287.24,8,1
host_513,16,2.53,2,0,1,0,0,server,0,284.39,14,0
host_514,90,9.09,4,1,1,0,0,server,0,256.16,6,1
host_515,90,1.02,0,0,1,0,0,endpoint,0,250.56,1,0
host_516,48,0.49,2,1,0,0,0,server,0,266.23,20,0
host_517,85,0.05,2,1,0,0,1,router,0,269.08,15,1
host_518,39,3.28,1,0,1,0,1,router,0,371.37,19,1
host_519,33,6.6,3,1,0,0,0,server,0,296.4,16,1
host_520,94,7.3,1,1,0,0,0,server,1,388.19,11,1
host_521,23,4.53,4,0,0,0,0,endpoint,0,366.55,11,1
host_522,10,6.84,2,0,0,0,0,endpoint,0,292.55,22,0
host_523,69,3.6,0,1,0,0,0,endpoint,1,265.77,23,1
host_524,34,6.68,2,0,0,0,0,endpoint,0,287.22,21,0
host_525,52,0.41,0,0,0,0,0,endpoint,0,312.66,8,0
host_526,95,3.91,1,0,0,0,0,IoT,0,369.69,17,0
host_527,10,7.91,3,0,1,0,0,endpoint,0,239.63,22,1
host_528,19,8.03,2,0,0,0,0,server,0,264.7,5,1
host_529,58,7.16,1,0,0,0,0,server,0,276.91,15,1
host_530,96,2.04,2,0,0,0,0,IoT,0,340.87,15,0
host_531,1,2.47,3,0,0,0,0,endpoint,0,325.58,18,1
host_532,69,9.96,2,0,1,0,0,endpoint,0,294.01,2,1
host_533,4,1.03,1,1,0,0,0,IoT,0,359.9,23,0
host_534,16,1.81,3,1,0,1,0,endpoint,0,381.97,1,1
host_535,24,1.3,2,0,0,0,0,endpoint,0,229.05,5,0
host_536,80,3.28,3,0,0,0,0,endpoint,0,264.86,13,1
host_537,2,2.1,1,0,1,0,0,endpoint,0,310.04,5,0
host_538,92,4.98,0,0,0,1,1,server,0,254.66,5,1
host_539,32,4.76,2,0,0,0,1,router,0,294.04,23,1
host_540,91,9.02,1,1,1,0,1,endpoint,0,271.62,15,1
host_541,84,0.35,0,0,0,1,0,server,0,204.05,19,0
host_542,24,3.2,0,0,0,0,0,endpoint,0,256.14,5,0
host_543,12,5.97,3,0,1,0,1,endpoint,0,252.11,15,1
host_544,50,6.05,2,0,0,0,1,server,1,301.97,20,1
host_545,35,4.8,4,0,0,1,0,server,0,313.82,4,1
host_546,33,8.16,2,1,0,1,0,IoT,0,317.43,8,1
host_547,33,0.63,2,0,0,0,0,router,0,343.21,11,0
host_548,61,8.15,0,0,0,0,0,server,0,244.88,10,1
host_549,51,4.95,2,0,0,0,0,server,0,269.55,5,0
host_550,43,1.34,1,0,0,0,0,endpoint,0,253.91,21,0
host_551,12,8.86,0,0,1,0,0,endpoint,0,278.03,15,1
host_552,67,6.49,0,1,0,0,1,endpoint,0,212.61,0,1
host_553,65,1.64,2,0,0,0,0,endpoint,0,207.88,23,0
host_554,33,0.34,0,0,0,0,0,endpoint,0,292.42,14,0
host_555,40,1.41,1,0,0,0,0,endpoint,0,189.31,23,0
host_556,74,6.09,1,0,0,0,0,IoT,0,311.82,15,0
host_557,43,1.79,0,1,1,0,0,endpoint,0,293.53,10,0
host_558,44,2.26,2,0,0,0,1,server,0,251.1,6,1
host_559,29,0.25,1,0,0,0,0,endpoint,1,284.42,15,1
host_560,13,7.23,2,0,0,0,1,IoT,0,297.07,8,1
host_561,12,8.1,1,0,0,0,0,server,0,282.75,16,1
host_562,95,7.97,1,1,0,0,0,router,0,321.48,16,1
host_563,46,1.28,0,0,0,0,0,server,0,323.27,11,0
host_564,2,9.03,0,0,0,0,0,IoT,0,212.65,8,1
host_565,35,6.72,0,0,0,0,0,IoT,0,273.78,3,0
host_566,87,8.98,2,0,0,0,0,endpoint,0,331.76,8,1
host_567,81,4.47,0,0,0,0,1,endpoint,0,285.05,14,1
host_568,90,4.37,1,0,0,0,1,server,0,303.49,23,1
host_569,8,7.85,1,1,0,0,0,IoT,0,337.46,15,1
host_570,93,0.93,0,0,0,0,0,IoT,0,306.82,4,0
host_571,26,5.21,3,0,1,0,0,endpoint,1,304.22,13,1
host_572,74,8.36,0,0,1,1,1,server,0,272.57,10,1
host_573,90,8.3,1,1,0,0,0,endpoint,1,266.94,4,1
host_574,34,9.56,1,1,1,0,1,endpoint,0,288.04,16,1
host_575,7,6.98,2,0,1,0,0,IoT,0,315.2,17,0
host_576,68,2.08,0,0,0,0,0,endpoint,1,290.11,10,1
host_577,58,0.2,1,1,1,0,0,IoT,0,252.83,17,0
host_578,75,4.79,2,0,1,0,0,server,0,277.11,0,0
host_579,29,5.14,0,0,0,0,0,endpoint,0,222.7,1,0
host_580,36,2.4,1,0,1,0,1,endpoint,0,248.75,10,1
host_581,89,1.25,3,0,1,0,1,endpoint,0,239.59,1,1
host_582,21,5.86,4,1,0,1,0,endpoint,0,337.81,23,1
host_583,36,7.64,2,1,1,1,0,endpoint,0,225.87,12,1
host_584,10,9.93,4,1,0,0,0,endpoint,0,300.64,5,1
host_585,73,7.58,4,0,1,0,0,endpoint,0,236.05,6,1
host_586,24,7.94,0,0,0,0,0,endpoint,0,185.92,3,1
host_587,64,6.16,1,0,0,0,0,router,0,300.2,2,0
host_588,99,9.86,1,1,1,0,0,router,1,316.18,6,1
host_589,49,6.4,0,0,0,0,0,server,0,384.0,23,0
host_590,99,8.6,1,1,0,0,1,endpoint,0,279.09,21,1
host_591,36,9.46,0,1,0,0,0,endpoint,1,191.44,11,1
host_592,82,9.3,0,0,0,0,0,endpoint,0,276.17,12,1
host_593,96,3.81,3,0,0,0,0,router,0,343.51,0,1
host_594,24,0.79,1,0,1,0,1,IoT,0,339.85,8,1
host_595,23,1.72,2,0,0,0,0,server,0,361.9,5,0
host_596,62,0.59,1,1,0,1,0,router,0,318.36,20,0
host_597,96,1.05,3,0,1,0,0,IoT,0,298.39,10,1
host_598,37,1.85,1,1,0,1,0,router,0,404.73,23,0
host_599,12,3.41,0,0,0,0,1,endpoint,0,210.02,8,1
host_600,55,5.44,2,0,1,0,1,server,0,330.51,15,1
host_601,13,7.12,0,1,1,0,0,endpoint,0,335.91,13,1
host_602,23,2.11,1,0,1,1,1,endpoint,0,295.75,12,1
host_603,89,6.73,1,0,0,0,0,endpoint,0,259.6,9,0
host_604,99,7.04,4,1,0,0,0,router,0,336.27,19,1
host_605,30,5.59,1,1,0,0,0,IoT,1,311.5,2,1
host_606,17,9.04,4,0,0,0,0,endpoint,0,312.05,15,1
host_607,62,1.11,2,0,0,0,0,server,0,207.84,7,0
host_608,84,1.77,1,0,0,0,1,endpoint,0,258.91,11,1
host_609,89,4.29,2,0,1,0,0,router,0,287.09,17,0
host_610,86,1.27,2,0,1,0,0,router,1,284.08,4,1
host_611,13,5.66,1,0,0,1,1,server,1,377.54,17,1
host_612,59,3.98,2,0,0,0,1,endpoint,0,335.91,23,1
host_613,19,2.85,3,0,0,0,1,IoT,0,239.39,19,1
host_614,49,1.7,1,1,0,0,0,endpoint,0,312.99,15,0
host_615,12,3.35,2,1,0,0,0,IoT,0,356.48,23,0
host_616,61,6.08,3,0,1,0,1,IoT,0,248.19,0,1
host_617,19,5.76,1,0,0,0,1,server,0,312.2,6,1
host_618,76,1.64,2,0,0,0,0,endpoint,0,272.22,7,0
host_619,9,1.25,1,0,1,0,0,IoT,0,318.46,9,0
host_620,71,0.27,0,1,0,0,0,endpoint,0,322.4,17,0
host_621,28,0.12,0,0,0,0,0,endpoint,0,345.97,2,0
host_622,78,8.8,4,0,0,0,0,router,0,308.81,4,1
host_623,95,0.45,1,0,0,0,0,endpoint,0,302.43,22,0
host_624,52,7.31,1,0,0,1,0,server,0,265.35,12,1
host_625,83,8.72,0,0,0,0,0,server,0,288.34,10,1
host_626,16,0.98,1,1,1,0,0,router,0,376.31,4,0
host_627,69,4.36,1,0,0,0,0,server,0,336.47,15,0
host_628,99,9.62,2,0,0,0,0,server,0,284.39,19,1
host_629,12,8.34,1,0,0,0,0,server,0,292.13,3,1
host_630,25,4.9,0,0,0,0,0,server,0,236.65,7,0
host_631,52,7.63,1,0,0,0,0,endpoint,0,299.72,6,1
host_632,85,8.33,0,0,0,0,0,endpoint,0,385.58,13,1
host_633,53,3.48,0,0,0,1,0,server,0,289.42,12,0
host_634,23,8.92,1,0,0,0,0,server,0,297.39,3,1
host_635,16,4.7,1,0,0,0,0,router,0,333.54,11,0
host_636,57,5.28,4,0,0,0,0,endpoint,0,346.2,6,1
host_637,39,10.0,2,0,0,0,1,server,0,280.69,12,1
host_638,53,8.43,2,0,1,0,0,router,0,349.28,23,1
host_639,42,3.62,3,0,0,0,0,IoT,0,338.49,1,1
host_640,58,0.1,2,1,1,0,0,endpoint,0,293.57,14,0
host_641,39,6.26,3,0,0,0,0,server,0,231.72,16,1
host_642,14,7.04,2,0,0,0,1,router,0,358.45,6,1
host_643,95,6.51,1,0,1,0,0,endpoint,0,283.12,16,0
host_644,5,9.68,1,1,0,0,0,endpoint,0,234.07,0,1
host_645,35,8.63,0,1,0,0,1,endpoint,0,259.17,5,1
host_646,87,4.49,2,0,0,0,1,server,0,254.03,21,1
host_647,93,0.63,3,1,0,0,0,IoT,0,332.82,2,1
host_648,75,4.76,0,0,0,1,0,server,0,263.49,19,0
host_649,18,6.89,2,1,0,0,0,server,0,305.36,18,0
host_650,76,6.08,1,0,0,0,0,server,0,317.92,9,0
host_651,9,5.38,2,0,0,0,0,router,0,348.79,16,0
host_652,74,4.69,0,0,0,0,0,router,0,307.1,22,0
host_653,58,2.94,1,0,0,0,0,endpoint,0,251.99,3,0
host_654,17,2.77,1,1,0,1,0,IoT,0,295.6,3,0
host_655,7,5.0,2,0,1,0,0,server,0,219.69,7,0
host_656,46,1.61,3,0,0,0,0,router,0,228.71,13,1
host_657,13,3.41,0,0,0,0,0,IoT,0,250.96,15,0
host_658,40,3.24,0,0,1,0,0,server,0,296.98,2,0
host_659,42,5.87,1,1,0,0,0,endpoint,0,334.66,19,0
host_660,9,0.67,3,1,0,0,1,router,0,339.67,23,1
host_661,50,8.3,1,0,0,0,0,IoT,0,295.78,6,1
host_662,27,5.62,0,1,0,0,0,endpoint,0,313.92,15,0
host_663,66,6.71,1,0,0,0,0,endpoint,0,307.49,18,0
host_664,5,7.03,4,1,0,0,0,endpoint,0,303.16,10,1
host_665,29,2.91,1,0,0,0,1,endpoint,0,283.49,9,1
host_666,37,4.7,1,1,0,0,0,IoT,0,319.35,6,0
host_667,38,9.56,1,0,1,1,1,server,0,295.62,20,1
host_668,83,7.67,3,1,0,0,0,endpoint,0,318.6,8,1
host_669,8,9.7,1,0,0,0,0,endpoint,0,312.71,0,1
host_670,65,7.46,3,0,0,0,0,endpoint,1,305.89,15,1
host_671,86,1.76,6,1,0,0,1,server,0,274.4,17,1
host_672,17,0.65,1,0,0,0,0,server,0,216.45,7,0
host_673,71,5.78,4,1,0,0,0,endpoint,0,295.57,5,1
host_674,89,3.58,0,0,1,0,0,endpoint,0,211.18,3,0
host_675,45,2.75,0,1,0,0,0,IoT,0,239.8,6,0
host_676,4,8.07,1,0,1,1,1,router,0,303.9,18,1
host_677,36,3.67,0,0,0,0,0,endpoint,0,234.52,18,0
host_678,70,3.17,1,0,0,0,0,endpoint,0,279.34,8,0
host_679,31,8.5,0,1,0,0,0,endpoint,0,291.44,14,1
host_680,19,8.46,0,1,0,0,0,router,0,222.67,6,1
host_681,61,3.56,1,1,0,0,0,server,0,271.02,11,0
host_682,54,8.32,1,1,1,0,0,server,0,318.82,12,1
host_683,39,8.51,5,1,0,1,0,endpoint,0,251.58,18,1
host_684,91,4.24,2,1,0,0,0,router,0,268.62,5,0
host_685,74,0.66,2,1,0,0,0,endpoint,0,355.17,12,0
host_686,90,0.02,4,1,0,0,0,IoT,0,315.73,10,1
host_687,19,5.23,1,1,0,0,0,server,0,317.78,22,0
host_688,39,3.44,1,0,0,0,1,server,0,278.96,0,1
host_689,67,9.97,1,0,0,0,0,IoT,0,298.6,6,1
host_690,45,7.72,1,0,0,0,1,router,0,319.17,19,1
host_691,13,7.61,2,0,0,0,0,IoT,0,358.41,7,1
host_692,92,9.55,1,0,0,0,0,endpoint,0,205.03,1,1
host_693,58,8.88,3,1,1,0,0,endpoint,0,270.41,7,1
host_694,20,3.18,1,0,0,0,1,endpoint,0,303.64,13,1
host_695,92,1.66,0,0,0,0,0,server,0,357.56,12,0
host_696,72,7.46,1,0,0,1,0,server,0,220.23,6,1
host_697,61,3.78,2,0,1,0,0,router,0,308.11,0,0
host_698,39,4.73,3,0,0,0,0,endpoint,0,323.67,4,1
host_699,1,6.3,2,0,0,0,1,router,0,327.4,9,1
host_700,3,9.08,1,0,0,1,0,router,0,323.61,23,1
host_701,77,4.19,1,0,0,0,1,endpoint,0,272.25,16,1
host_702,92,7.83,4,0,0,0,0,IoT,0,250.9,21,1
host_703,62,2.68,4,0,0,0,0,endpoint,0,333.59,9,1
host_704,63,6.98,2,0,1,0,0,endpoint,0,352.25,10,0
host_705,25,0.02,2,0,0,0,0,endpoint,1,318.92,20,1
host_706,56,8.72,1,0,1,0,0,endpoint,0,257.45,10,1
host_707,33,0.3,0,0,1,0,0,endpoint,0,289.01,12,0
host_708,38,7.13,2,0,1,0,0,server,0,255.47,4,1
host_709,6,0.46,2,1,0,0,0,server,0,265.77,9,0
host_710,58,2.66,3,1,0,1,0,server,0,284.46,13,1
host_711,44,4.97,1,1,0,0,1,IoT,0,260.07,21,1
host_712,45,4.2,0,1,1,0,0,endpoint,1,349.89,4,1
host_713,32,1.92,1,0,0,0,0,router,0,279.4,2,0
host_714,45,3.34,0,0,0,0,0,endpoint,0,348.89,17,0
host_715,61,7.28,2,0,0,0,0,server,0,259.84,10,1
host_716,47,6.69,1,1,1,0,0,endpoint,0,333.93,4,0
host_717,21,0.72,1,0,1,0,0,router,0,427.54,9,0
host_718,80,7.47,2,0,0,0,0,endpoint,0,231.43,9,1
host_719,85,0.53,4,0,0,0,0,IoT,0,374.16,9,1
host_720,75,5.43,2,0,0,1,1,server,0,285.91,10,1
host_721,36,2.6,1,0,0,0,0,IoT,1,345.44,8,1
host_722,99,5.88,3,1,0,0,0,endpoint,0,389.77,12,1
host_723,19,2.61,5,1,0,0,1,router,0,307.21,19,1
host_724,20,9.85,2,0,0,0,0,server,0,221.77,8,1
host_725,57,3.1,5,0,0,0,0,server,0,314.85,12,1
host_726,18,2.42,1,0,0,0,0,endpoint,0,306.84,13,0
host_727,47,2.78,1,0,0,1,0,endpoint,0,317.95,10,0
host_728,49,8.96,2,1,0,0,1,endpoint,0,262.68,8,1
host_729,14,6.36,1,0,0,0,0,server,0,344.12,3,0
host_730,15,7.31,0,0,0,0,0,server,0,316.61,0,1
host_731,31,9.18,1,0,0,0,1,endpoint,0,288.26,0,1
host_732,1,9.12,1,0,0,0,1,server,0,198.09,11,1
host_733,54,7.39,1,1,1,1,1,endpoint,0,307.53,22,1
host_734,3,1.98,2,1,0,0,0,router,0,356.74,23,0
host_735,16,8.43,3,0,1,1,0,endpoint,0,357.43,19,1
host_736,87,2.04,1,1,0,0,1,endpoint,0,266.97,0,1
host_737,57,7.43,5,0,0,0,1,server,1,309.83,4,1
host_738,75,6.86,1,1,0,0,0,server,0,274.92,21,0
host_739,12,7.59,2,1,0,0,1,server,1,298.45,12,1
host_740,74,5.33,3,1,0,0,0,IoT,0,327.69,12,1
host_741,96,6.39,2,1,0,0,0,server,0,243.93,3,0
host_742,16,9.53,3,1,0,0,1,router,1,282.13,13,1
host_743,72,1.01,1,0,0,0,0,router,0,292.05,16,0
host_744,76,3.09,3,0,0,0,0,router,0,269.6,3,1
host_745,24,6.11,2,0,0,0,0,endpoint,0,287.49,9,0
host_746,28,9.64,1,0,0,0,0,endpoint,0,321.83,11,1
host_747,8,0.96,0,0,0,0,0,endpoint,0,283.96,6,0
host_748,92,0.23,0,1,0,0,0,router,0,308.92,1,0
host_749,36,0.56,2,0,0,0,0,router,0,253.06,9,0
host_750,90,0.52,1,0,1,1,0,endpoint,0,336.62,9,0
host_751,8,9.08,2,0,0,0,0,server,0,288.34,20,1
host_752,58,7.21,0,0,0,0,0,IoT,0,257.48,17,1
host_753,60,6.77,2,0,0,0,0,server,0,366.85,3,0
host_754,50,5.23,3,0,1,0,0,server,0,344.35,3,1
host_755,28,7.82,4,0,1,0,0,endpoint,0,369.24,4,1
host_756,92,1.56,1,1,1,0,0,endpoint,0,347.04,12,0
host_757,41,3.92,0,1,0,0,1,endpoint,0,330.2,4,1
host_758,64,4.9,2,1,0,0,0,endpoint,0,240.43,17,0
host_759,27,1.1,2,0,0,0,1,router,0,375.38,2,1
host_760,63,4.2,0,0,0,0,1,endpoint,0,299.03,22,1
host_761,17,3.17,2,1,1,0,1,IoT,0,313.34,11,1
host_762,73,0.36,2,0,0,0,0,endpoint,0,280.19,20,0
host_763,33,1.37,2,1,1,0,0,server,0,244.34,9,0
host_764,84,7.64,0,1,0,0,0,server,0,290.62,1,1
host_765,77,0.18,2,1,0,0,0,router,0,335.37,15,0
host_766,92,9.34,2,1,0,0,0,router,0,313.38,5,1
host_767,29,0.86,4,0,0,0,1,endpoint,0,356.16,11,1
host_768,13,7.99,3,0,0,0,0,IoT,0,263.42,5,1
host_769,46,8.99,2,0,1,0,0,endpoint,0,323.57,18,1
host_770,35,9.41,1,1,0,0,0,endpoint,0,389.73,4,1
host_771,6,8.67,1,0,1,0,1,IoT,0,406.11,17,1
host_772,82,2.88,2,1,1,0,0,server,0,280.62,4,0
host_773,69,3.33,1,0,0,0,0,router,1,281.64,1,1
host_774,47,4.27,1,1,0,0,1,endpoint,0,313.96,1,1
host_775,25,1.39,1,0,1,1,1,endpoint,0,330.52,0,1
host_776,66,0.22,1,0,0,0,0,router,1,311.76,3,1
host_777,10,8.69,3,1,1,0,0,endpoint,1,345.13,7,1
host_778,56,5.54,1,0,0,0,0,IoT,0,262.63,18,0
host_779,30,6.09,2,0,0,0,0,router,0,327.94,20,0
host_780,5,9.27,0,1,1,0,1,router,0,186.22,12,1
host_781,33,6.65,1,0,0,0,0,server,0,234.03,17,0
host_782,65,6.91,1,0,0,0,1,endpoint,1,290.49,6,1
host_783,18,7.87,2,1,0,0,0,endpoint,1,331.48,13,1
host_784,96,1.16,1,1,0,0,0,server,0,346.7,19,0
host_785,49,3.6,2,0,0,0,0,server,0,244.77,2,0
host_786,11,9.68,1,1,0,0,1,server,0,271.57,11,1
host_787,85,9.23,2,0,0,0,0,IoT,0,310.1,5,1
host_788,26,8.84,2,0,0,0,0,endpoint,0,302.92,0,1
host_789,63,4.52,3,0,0,0,0,endpoint,0,338.89,11,1
host_790,89,8.57,3,0,0,0,0,IoT,0,277.71,2,1
host_791,86,0.48,3,0,0,0,0,IoT,0,279.71,17,1
host_792,59,1.49,1,1,0,0,0,server,0,334.93,4,0
host_793,27,4.14,1,0,0,0,0,endpoint,1,324.66,12,1
host_794,49,4.83,2,1,0,0,0,endpoint,1,360.84,0,1
host_795,77,2.64,1,0,0,0,0,server,0,235.31,20,0
host_796,33,3.56,3,0,0,0,0,router,1,273.39,18,1
host_797,98,1.63,0,0,0,0,0,endpoint,0,264.25,21,0
host_798,99,4.89,2,0,0,1,0,endpoint,0,284.45,19,0
host_799,1,7.94,3,1,1,1,0,IoT,0,288.02,15,1
host_800,21,6.61,1,1,0,0,1,endpoint,0,310.77,13,1
host_801,55,1.08,0,0,0,0,0,server,0,245.09,15,0
host_802,6,4.88,1,0,1,0,1,endpoint,1,342.61,14,1
host_803,92,6.98,1,0,0,0,0,IoT,0,332.64,6,0
host_804,81,5.3,2,0,0,0,0,endpoint,0,279.75,7,0
host_805,69,3.92,2,0,1,0,0,server,0,218.01,11,0
host_806,95,6.22,1,1,1,0,0,router,1,386.76,19,1
host_807,5,9.69,3,0,0,0,0,server,0,293.88,2,1
host_808,3,0.95,0,0,0,0,0,router,0,308.28,8,0
host_809,53,3.9,1,0,0,0,0,router,1,338.0,9,1
host_810,23,4.07,2,0,0,0,0,endpoint,0,303.89,6,0
host_811,53,5.77,1,1,0,0,0,endpoint,0,206.66,9,0
host_812,37,1.52,1,1,0,0,0,endpoint,0,290.61,12,0
host_813,74,1.77,1,0,0,0,0,router,0,300.51,21,0
host_814,74,2.85,2,1,0,0,0,router,0,309.95,2,0
host_815,83,9.56,2,0,0,0,0,server,1,213.2,10,1
host_816,17,7.34,0,0,0,0,1,endpoint,0,254.3,18,1
host_817,85,6.62,2,1,0,0,0,endpoint,0,254.66,23,0
host_818,78,8.17,0,0,1,0,0,server,0,276.08,22,1
host_819,73,1.28,0,0,1,0,0,endpoint,0,275.31,23,0
host_820,1,8.59,3,0,1,1,0,endpoint,0,367.5,6,1
host_821,51,5.95,1,0,0,0,0,endpoint,0,392.26,1,0
host_822,45,3.35,2,0,0,0,0,endpoint,0,335.82,3,0
host_823,77,8.16,2,1,1,1,0,endpoint,0,203.64,6,1
host_824,4,8.03,2,1,0,0,0,endpoint,0,311.69,6,1
host_825,62,8.46,2,1,0,1,0,router,0,308.85,3,1
host_826,65,1.16,1,0,0,0,0,server,0,375.79,22,0
host_827,32,9.69,2,0,0,1,0,IoT,0,279.08,15,1
host_828,34,9.6,0,0,0,0,0,server,1,270.94,21,1
host_829,92,3.57,3,1,1,0,0,endpoint,0,293.88,7,1
